1	4220000	4000166	1	1	0	400000
1	4220000	4000167	1	1	0	400000
1	4220000	4032474	1	1	0	400000
1	4220000	4010003	1	1	0	90000
1	4220000	4010002	1	1	0	90000
1	4220000	2049100	1	1	0	3850
1	4220000	2040517	1	1	0	3750
1	4220000	2040516	1	1	0	3550
1	4220000	2040318	1	1	0	3750
1	4220000	2040301	1	1	0	3550
1	4220000	2040705	1	1	0	3750
1	4220000	2040704	1	1	0	3550
1	4220000	2040805	1	1	0	3750
1	4220000	2040804	1	1	0	3550
1	4220000	2041008	1	1	0	3750
1	4220000	2041007	1	1	0	3550
1	4220000	2000002	1	1	0	200001
1	4220000	2000003	1	1	0	200002
1	4220000	1442039	1	1	0	10309
1	4220000	1302010	1	1	0	10319
1	4220000	1402003	1	1	0	10319
1	4220000	1312008	1	1	0	10319
1	4220000	1412003	1	1	0	10319
1	4220000	1322017	1	1	0	10319
1	4220000	1422005	1	1	0	10319
1	4220000	1432004	1	1	0	10319
1	4220000	1442005	1	1	0	10319
1	4220000	1372007	1	1	0	10329
1	4220000	1382006	1	1	0	10329
1	4220000	1452008	1	1	0	10339
1	4220000	1462007	1	1	0	10339
1	4220000	1472020	1	1	0	10349
1	4220000	1332016	1	1	0	10349
1	4220000	1332003	1	1	0	10349
1	4220000	1482007	1	1	0	10359
1	4220000	1492007	1	1	0	10359
