1	1052001	3010126	7	-1
1	1052001	1072375	3	-1
1	1052001	1072376	3	-1
1	1052001	2049100	3	-1
1	1052001	2049001	3	-1
1	1052001	1382068	3	-1
1	1052001	1402062	3	-1
1	1052001	1442078	3	-1
1	1052001	1452071	3	-1
1	1052001	1472086	3	-1
1	1052001	1492037	3	-1
1	1052001	2040728	3	-1
1	1052001	2040729	3	-1
1	1052001	2040730	3	-1
1	1052001	2040731	3	-1
1	1052001	2040732	3	-1
1	1052001	2040733	3	-1
1	1052001	2040734	3	-1
1	1052001	2040735	3	-1
1	1052001	2040736	3	-1
1	1052001	2040737	3	-1
1	1052001	2040738	3	-1
1	1052001	2040739	3	-1
1	1052001	1302112	3	-1
1	1052001	1302113	3	-1
1	1052001	1312042	3	-1
1	1052001	1312043	3	-1
1	1052001	1322068	3	-1
1	1052001	1322069	3	-1
1	1052001	1332084	3	-1
1	1052001	1332085	3	-1
1	1052001	1332086	3	-1
1	1052001	1332087	3	-1
1	1052001	1342019	3	-1
1	1052001	1342020	3	-1
1	1052001	1372050	3	-1
1	1052001	1372051	3	-1
1	1052001	1382066	3	-1
1	1052001	1382067	3	-1
1	1052001	1402056	3	-1
1	1052001	1402057	3	-1
1	1052001	1402058	3	-1
1	1052001	1402059	3	-1
1	1052001	1412038	3	-1
1	1052001	1412039	3	-1
1	1052001	1422042	3	-1
1	1052001	1422043	3	-1
1	1052001	1532022	3	-1
1	1052001	1532023	3	-1
