1	1052002	3010126	5	-1
1	1052002	1072375	3	-1
1	1052002	1072376	3	-1
1	1052002	2040728	3	-1
1	1052002	2040729	3	-1
1	1052002	2040730	3	-1
1	1052002	2040731	3	-1
1	1052002	2040732	3	-1
1	1052002	2040733	3	-1
1	1052002	2040734	3	-1
1	1052002	2040735	3	-1
1	1052002	2040736	3	-1
1	1052002	2040737	3	-1
1	1052002	2040738	3	-1
1	1052002	2040739	3	-1
1	1052002	1302112	3	-1
1	1052002	1302113	3	-1
1	1052002	1312042	3	-1
1	1052002	1312043	3	-1
1	1052002	1322068	3	-1
1	1052002	1322069	3	-1
1	1052002	1332084	3	-1
1	1052002	1332085	3	-1
1	1052002	1332086	3	-1
1	1052002	1332087	3	-1
1	1052002	1342019	3	-1
1	1052002	1342020	3	-1
1	1052002	1372050	3	-1
1	1052002	1372051	3	-1
1	1052002	1382066	3	-1
1	1052002	1382067	3	-1
1	1052002	1402056	3	-1
1	1052002	1402057	3	-1
1	1052002	1402058	3	-1
1	1052002	1402059	3	-1
1	1052002	1412038	3	-1
1	1052002	1412039	3	-1
1	1052002	1422042	3	-1
1	1052002	1422043	3	-1
