1	100011	4022023	1	-1
1	100011	4022023	1	-1
1	100011	4022023	1	-1
1	100011	4022023	1	-1
1	100011	4022023	1	-1
1	100011	4022023	1	-1
1	100011	4022023	1	-1
1	100011	4022023	1	-1
1	100011	4022023	1	-1
1	100011	4022023	1	-1
1	100011	4022000	1	-1
1	100011	4022001	1	-1
1	100011	4022002	1	-1
1	100011	4022003	1	-1
1	100011	4022004	1	-1
1	100011	4022005	1	-1
1	100011	4022006	1	-1
1	100011	4022007	1	-1
1	100011	4022008	1	-1
1	100011	4022009	1	-1
1	100011	4022010	1	-1
1	100011	4022011	1	-1
1	100011	4022012	1	-1
1	100011	4022013	1	-1
1	100011	4022014	1	-1
1	100011	4022015	1	-1
1	100011	4022016	1	-1
1	100011	4022017	1	-1
1	100011	4022018	1	-1
1	100011	4022019	1	-1
1	100011	4022020	1	-1
1	100011	4022021	1	-1
1	100011	4022022	1	-1
