1	2002014	1102021	20	-1
1	2002014	1102022	20	-1
1	2002014	1102023	20	-1
1	2002014	1102024	20	-1
1	2002014	1002186	20	-1
1	2002014	1102026	20	-1
1	2002014	1102027	20	-1
1	2002014	1102028	20	-1
1	2002014	1102029	20	-1
1	2002014	1102030	20	-1
1	2002014	1102081	20	-1
1	2002014	1102082	20	-1
1	2002014	1102084	20	-1
1	2002014	1102085	20	-1
1	2002014	1102086	20	-1
1	2002014	1102079	20	-1
1	2002014	1432015	20	-1
1	2002014	1432016	20	-1
1	2002014	1432017	20	-1
1	2002014	1432018	20	-1
1	2002014	1302064	30	-1
1	2002014	1312032	30	-1
1	2002014	1322054	30	-1
1	2002014	1332055	30	-1
1	2002014	1332056	30	-1
1	2002014	1372034	30	-1
1	2002014	1382038	30	-1
1	2002014	1382039	30	-1
1	2002014	1402039	30	-1
1	2002014	1412027	30	-1
1	2002014	1422029	30	-1
1	2002014	1432040	30	-1
1	2002014	1442051	30	-1
1	2002014	1452045	30	-1
1	2002014	1462040	30	-1
1	2002014	1472055	30	-1
1	2002014	1442021	30	-1
1	2002014	1442022	30	-1
1	2002014	1442023	30	-1
1	2002014	2012001	20	-1
1	2002014	2041201	20	-1
1	2002014	2041202	20	-1
1	2002014	2041203	20	-1
1	2002014	2041204	20	-1
1	2002014	2041205	20	-1
1	2002014	2041206	20	-1
1	2002014	2041207	20	-1
1	2002014	2041208	20	-1
1	2002014	2041209	20	-1
1	2002014	2041210	20	-1
1	2002014	2041300	20	-1
1	2002014	2041301	20	-1
1	2002014	2041302	20	-1
1	2002014	2041303	20	-1
1	2002014	2041304	20	-1
1	2002014	2041305	20	-1
1	2002014	2041306	20	-1
1	2002014	2041307	20	-1
1	2002014	2041308	20	-1
1	2002014	2041309	20	-1
1	2002014	2041310	20	-1
1	2002014	2041311	20	-1
1	2002014	2041312	20	-1
1	2002014	2041313	20	-1
1	2002014	2041314	20	-1
1	2002014	2041315	20	-1
1	2002014	2041316	20	-1
1	2002014	2041317	20	-1
1	2002014	2041318	20	-1
1	2002014	2041319	20	-1
1	2002014	2041310	20	-1
1	2002014	2000005	20	-1
1	2002014	1112907	20	-1
1	2002014	1332053	30	-1
1	2002014	1092045	30	-1
1	2002014	1092046	30	-1
1	2002014	1092047	30	-1
1	2002014	1402013	30	-1
1	2002014	1482022	30	-1
1	2002014	1492022	30	-1
