1	2202004	2000004	5	-1
1	2202004	2000005	10	-1
1	2202004	2020008	1	-1
1	2202004	2020009	1	-1
1	2202004	2020012	1	-1
1	2202004	2020013	1	-1
1	2202004	2020014	1	-1
1	2202004	2020015	1	-1
1	2202004	2001000	1	-1
1	2202004	2001001	1	-1
1	2202004	2001002	1	-1
1	2202004	1102000	10	-1
1	2202004	1102001	10	-1
1	2202004	1102002	10	-1
1	2202004	1102003	10	-1
1	2202004	1102004	10	-1
1	2202004	1102040	30	-1
1	2202004	1102041	30	-1
1	2202004	1102042	30	-1
1	2202004	1102043	10	-1
1	2202004	1032012	30	-1
1	2202004	1032013	30	-1
1	2202004	2020009	1	-1
1	2202004	2020010	1	-1
1	2202004	2022003	1	-1
1	2202004	1302020	20	-1
1	2202004	1302030	20	-1
1	2202004	1332025	20	-1
1	2202004	1382009	20	-1
1	2202004	1382012	20	-1
1	2202004	1412011	20	-1
1	2202004	1422014	20	-1
1	2202004	1432012	20	-1
1	2202004	1442024	20	-1
1	2202004	1452016	20	-1
1	2202004	1452022	20	-1
1	2202004	1462014	20	-1
1	2202004	1462019	20	-1
1	2202004	1472030	20	-1
1	2202004	1472032	20	-1
1	2202004	1482020	30	-1
1	2202004	1482021	30	-1
1	2202004	1492020	30	-1
1	2202004	1492021	30	-1
