1	38	4006000	7500	1	0	0	0	0	0	0	0
1	38	4006001	7500	2	0	0	0	0	0	0	0
1	38	2050004	1500	3	0	0	0	0	0	0	0
1	38	2022001	400	4	0	0	0	0	0	0	0
1	38	2022186	2400	5	0	0	0	0	0	0	0
1	38	2000000	5	6	0	0	0	0	0	0	0
1	38	2000001	48	7	0	0	0	0	0	0	0
1	38	2000002	96	8	0	0	0	0	0	0	0
1	38	2000003	20	9	0	0	0	0	0	0	0
1	38	2000006	186	10	0	0	0	0	0	0	0
1	38	2002000	500	11	0	0	0	0	0	0	0
1	38	2002001	400	12	0	0	0	0	0	0	0
1	38	2002002	500	13	0	0	0	0	0	0	0
1	38	2002004	500	14	0	0	0	0	0	0	0
1	38	2002005	500	15	0	0	0	0	0	0	0
1	38	2010000	3	16	0	0	0	0	0	0	0
1	38	2010002	5	17	0	0	0	0	0	0	0
1	38	2010001	30	18	0	0	0	0	0	0	0
1	38	2010003	10	19	0	0	0	0	0	0	0
1	38	2010004	93	20	0	0	0	0	0	0	0
1	38	2022003	770	21	0	0	0	0	0	0	0
1	38	2022000	1155	22	0	0	0	0	0	0	0
1	38	2001000	3200	23	0	0	0	0	0	0	0
1	38	2001001	2300	24	0	0	0	0	0	0	0
1	38	2001002	4000	25	0	0	0	0	0	0	0
1	38	2020012	4500	26	0	0	0	0	0	0	0
1	38	2020013	5600	27	0	0	0	0	0	0	0
1	38	2020014	8100	28	0	0	0	0	0	0	0
1	38	2020015	10200	29	0	0	0	0	0	0	0
1	38	2050000	200	30	0	0	0	0	0	0	0
1	38	2050001	200	31	0	0	0	0	0	0	0
1	38	2050002	300	32	0	0	0	0	0	0	0
1	38	2030000	400	33	0	0	0	0	0	0	0
1	38	2060000	1	34	0	0	0	0	0	0	0
1	38	2061000	1	35	0	0	0	0	0	0	0
1	38	2070000	500	36	0	0	0	0	0	0	0
