1	201	1002801	0	1	4310000	5	0	0	0	0	0
1	201	1332080	0	2	4310000	5	0	0	0	0	0
1	201	1402048	0	3	4310000	5	0	0	0	0	0
1	201	1402051	0	4	4310000	7	0	0	0	0	0
1	201	1462052	0	5	4310000	5	0	0	0	0	0
1	201	1462055	0	6	4310000	7	0	0	0	0	0
1	201	1472075	0	7	4310000	5	0	0	0	0	0
1	201	1132014	0	8	4310000	5	0	0	0	0	0
1	201	1332079	0	9	4310000	10	0	0	0	0	0
1	201	1402049	0	10	4310000	10	0	0	0	0	0
1	201	1402050	0	14	4310000	12	0	0	0	0	0
1	201	1462054	0	11	4310000	10	0	0	0	0	0
1	201	1472074	0	12	4310000	10	0	0	0	0	0
1	201	1132015	0	13	4310000	10	0	0	0	0	0
1	201	1102205	0	15	4310000	15	0	0	0	0	0
1	201	1332077	0	17	4310000	15	0	0	0	0	0
1	201	1382082	0	18	4310000	15	0	0	0	0	0
1	201	1432063	0	19	4310000	15	0	0	0	0	0
1	201	1452087	0	20	4310000	15	0	0	0	0	0
1	201	1462053	0	21	4310000	15	0	0	0	0	0
1	201	1472072	0	22	4310000	15	0	0	0	0	0
1	201	1482048	0	23	4310000	15	0	0	0	0	0
1	201	1492047	0	24	4310000	15	0	0	0	0	0
1	201	1132016	0	26	4310000	15	0	0	0	0	0
