1	11	1002043	2400	1	0	0	0	0	0	0	0
1	11	1002039	2700	2	0	0	0	0	0	0	0
1	11	1002051	3500	3	0	0	0	0	0	0	0
1	11	1002055	8700	4	0	0	0	0	0	0	0
1	11	1002059	8500	5	0	0	0	0	0	0	0
1	11	1002027	11500	6	0	0	0	0	0	0	0
1	11	1002005	19000	7	0	0	0	0	0	0	0
1	11	1040015	3200	8	0	0	0	0	0	0	0
1	11	1040038	3200	9	0	0	0	0	0	0	0
1	11	1040009	5500	10	0	0	0	0	0	0	0
1	11	1040037	5500	11	0	0	0	0	0	0	0
1	11	1040012	9000	12	0	0	0	0	0	0	0
1	11	1040039	9000	13	0	0	0	0	0	0	0
1	11	1040040	16000	14	0	0	0	0	0	0	0
1	11	1040016	16000	15	0	0	0	0	0	0	0
1	11	1040041	16000	16	0	0	0	0	0	0	0
1	11	1040021	40000	17	0	0	0	0	0	0	0
1	11	1040026	40000	18	0	0	0	0	0	0	0
1	11	1041014	3200	19	0	0	0	0	0	0	0
1	11	1041064	3200	20	0	0	0	0	0	0	0
1	11	1041019	9000	21	0	0	0	0	0	0	0
1	11	1041020	9000	22	0	0	0	0	0	0	0
1	11	1041021	9000	23	0	0	0	0	0	0	0
1	11	1041022	16000	24	0	0	0	0	0	0	0
1	11	1041023	16000	25	0	0	0	0	0	0	0
1	11	1041024	16000	26	0	0	0	0	0	0	0
1	11	1050005	15000	27	0	0	0	0	0	0	0
1	11	1050006	15000	28	0	0	0	0	0	0	0
1	11	1050007	15000	29	0	0	0	0	0	0	0
1	11	1050011	70000	30	0	0	0	0	0	0	0
1	11	1051000	8000	31	0	0	0	0	0	0	0
1	11	1051010	60000	32	0	0	0	0	0	0	0
1	11	1051011	60000	33	0	0	0	0	0	0	0
1	11	1051012	60000	34	0	0	0	0	0	0	0
1	11	1051013	60000	35	0	0	0	0	0	0	0
1	11	1060008	3000	36	0	0	0	0	0	0	0
1	11	1060028	3000	37	0	0	0	0	0	0	0
1	11	1060009	5000	38	0	0	0	0	0	0	0
1	11	1060027	5000	39	0	0	0	0	0	0	0
1	11	1060010	9000	40	0	0	0	0	0	0	0
1	11	1060029	9000	41	0	0	0	0	0	0	0
1	11	1060011	14000	42	0	0	0	0	0	0	0
1	11	1060030	14000	43	0	0	0	0	0	0	0
1	11	1060060	14000	44	0	0	0	0	0	0	0
1	11	1060016	38000	45	0	0	0	0	0	0	0
1	11	1060017	38000	46	0	0	0	0	0	0	0
1	11	1060018	38000	47	0	0	0	0	0	0	0
1	11	1060019	38000	48	0	0	0	0	0	0	0
1	11	1061014	3000	49	0	0	0	0	0	0	0
1	11	1061023	3000	50	0	0	0	0	0	0	0
1	11	1061016	9000	51	0	0	0	0	0	0	0
1	11	1061017	9000	52	0	0	0	0	0	0	0
1	11	1061018	9000	53	0	0	0	0	0	0	0
1	11	1061015	14000	54	0	0	0	0	0	0	0
1	11	1061019	14000	55	0	0	0	0	0	0	0
1	11	1061020	14000	56	0	0	0	0	0	0	0
1	11	1072009	5000	57	0	0	0	0	0	0	0
1	11	1072050	5000	58	0	0	0	0	0	0	0
1	11	1072007	10000	59	0	0	0	0	0	0	0
1	11	1072046	10000	60	0	0	0	0	0	0	0
1	11	1072047	10000	61	0	0	0	0	0	0	0
1	11	1072011	15000	62	0	0	0	0	0	0	0
1	11	1092005	4000	63	0	0	0	0	0	0	0
1	11	1092000	6000	64	0	0	0	0	0	0	0
