蝙蝠怪简单
1	*******	1302112	1	1	0	700
1	*******	1312042	1	1	0	700
1	*******	1322068	1	1	0	700
1	*******	1332084	1	1	0	700
1	*******	1332085	1	1	0	700
1	*******	1342019	1	1	0	700
1	*******	1372050	1	1	0	700
1	*******	1382066	1	1	0	700
1	*******	1402056	1	1	0	700
1	*******	1402057	1	1	0	700
1	*******	1412038	1	1	0	700
1	*******	1422042	1	1	0	700
1	*******	1432054	1	1	0	700
1	*******	1442074	1	1	0	700
1	*******	1452066	1	1	0	700
1	*******	1452067	1	1	0	700
1	*******	1452068	1	1	0	700
1	*******	1452069	1	1	0	700
1	*******	1462059	1	1	0	700
1	*******	1462060	1	1	0	700
1	*******	1462061	1	1	0	700
1	*******	1462062	1	1	0	700
1	*******	1472083	1	1	0	700
1	*******	1482031	1	1	0	700
1	*******	1492035	1	1	0	700
1	*******	1522052	1	1	0	700


********

蝙蝠怪普通
1	*******	1302113	1	1	0	700
1	*******	1312043	1	1	0	700
1	*******	1322069	1	1	0	700
1	*******	1332086	1	1	0	700
1	*******	1332087	1	1	0	700
1	*******	1342020	1	1	0	700
1	*******	1372051	1	1	0	700
1	*******	1382067	1	1	0	700
1	*******	1402058	1	1	0	700
1	*******	1402059	1	1	0	700
1	*******	1412039	1	1	0	700
1	*******	1422043	1	1	0	700
1	*******	1432055	1	1	0	700
1	*******	1442075	1	1	0	700
1	*******	1452070	1	1	0	700
1	*******	1462063	1	1	0	700
1	*******	1472084	1	1	0	700
1	*******	1482032	1	1	0	700
1	*******	1492036	1	1	0	700
1	*******	1522053	1	1	0	700


贝音系列
1	*******	1402062	1	1	0	700
1	*******	1442078	1	1	0	700
1	*******	1452071	1	1	0	700
1	*******	1472086	1	1	0	700
1	*******	1492037	1	1	0	700




扎昆***********************************
1	*******	1372049	1	1	0	700



强化扎昆****************************
1	*******	1372073	1	1	0	700
