1	*******	1302081	1	1	0	700
1	*******	1302086	1	1	0	700
1	*******	1302149	1	1	0	700
1	*******	1302193	1	1	0	700
1	*******	1312037	1	1	0	700
1	*******	1312038	1	1	0	700
1	*******	1312095	1	1	0	700
1	*******	1312099	1	1	0	700
1	*******	1322060	1	1	0	700
1	*******	1322061	1	1	0	700
1	*******	1322062	1	1	0	700
1	*******	1322135	1	1	0	700
1	*******	1322139	1	1	0	700
1	*******	1332073	1	1	0	700
1	*******	1332074	1	1	0	700
1	*******	1332075	1	1	0	700
1	*******	1332076	1	1	0	700
1	*******	1332126	1	1	0	700
1	*******	1332170	1	1	0	700
1	*******	1342011	1	1	0	700
1	*******	1342012	1	1	0	700
1	*******	1362016	1	1	0	700
1	*******	1362017	1	1	0	700
1	*******	1372044	1	1	0	700
1	*******	1372045	1	1	0	700
1	*******	1372080	1	1	0	700
1	*******	1372119	1	1	0	700
1	*******	1382057	1	1	0	700
1	*******	1382059	1	1	0	700
1	*******	1382102	1	1	0	700
1	*******	1382145	1	1	0	700
1	*******	1402046	1	1	0	700
1	*******	1402047	1	1	0	700
1	*******	1402091	1	1	0	700
1	*******	1402131	1	1	0	700
1	*******	1412033	1	1	0	700
1	*******	1412034	1	1	0	700
1	*******	1422037	1	1	0	700
1	*******	1422038	1	1	0	700
1	*******	1432047	1	1	0	700
1	*******	1432049	1	1	0	700
1	*******	1432084	1	1	0	700
1	*******	1432119	1	1	0	700
1	*******	1442063	1	1	0	700
1	*******	1442067	1	1	0	700
1	*******	1442113	1	1	0	700
1	*******	1442156	1	1	0	700
1	*******	1452057	1	1	0	700
1	*******	1452059	1	1	0	700
1	*******	1452107	1	1	0	700
1	*******	1452149	1	1	0	700
1	*******	1462050	1	1	0	700
1	*******	1462051	1	1	0	700
1	*******	1462094	1	1	0	700
1	*******	1462139	1	1	0	700
1	*******	1472068	1	1	0	700
1	*******	1472071	1	1	0	700
1	*******	1472118	1	1	0	700
1	*******	1472161	1	1	0	700
1	*******	1482023	1	1	0	700
1	*******	1482024	1	1	0	700
1	*******	1482080	1	1	0	700
1	*******	1482122	1	1	0	700
1	*******	1492023	1	1	0	700
1	*******	1492025	1	1	0	700
1	*******	1492081	1	1	0	700
1	*******	1492122	1	1	0	700
1	*******	1522015	1	1	0	700
1	*******	1522016	1	1	0	700
1	*******	1522019	1	1	0	700
1	*******	1522056	1	1	0	700
1	*******	1532015	1	1	0	700
1	*******	1532016	1	1	0	700
1	*******	1532019	1	1	0	700
1	*******	1532060	1	1	0	700
