35：
1	*******	1302020	1	1	0	700
1	*******	1342025	1	1	0	700
1	*******	1382009	1	1	0	700
1	*******	1452016	1	1	0	700
1	*******	1462014	1	1	0	700
1	*******	1472030	1	1	0	700
1	*******	1482020	1	1	0	700
1	*******	1492020	1	1	0	700

40：
1	*******	1302030	1	1	0	700
1	*******	1342026	1	1	0	700
1	*******	1382012	1	1	0	700
1	*******	1412011	1	1	0	700
1	*******	1422014	1	1	0	700
1	*******	1432012	1	1	0	700
1	*******	1442024	1	1	0	700
1	*******	1452022	1	1	0	700
1	*******	1462019	1	1	0	700
1	*******	1472032	1	1	0	700
1	*******	1482021	1	1	0	700
1	*******	1492021	1	1	0	700

4周年
1	*******	1302064	1	1	0	700
1	*******	1312032	1	1	0	700
1	*******	1322054	1	1	0	700
1	*******	1332055	1	1	0	700
1	*******	1332056	1	1	0	700
1	*******	1342027	1	1	0	700
1	*******	1372034	1	1	0	700
1	*******	1382039	1	1	0	700
1	*******	1402039	1	1	0	700
1	*******	1412027	1	1	0	700
1	*******	1422029	1	1	0	700
1	*******	1432040	1	1	0	700
1	*******	1442051	1	1	0	700
1	*******	1452045	1	1	0	700
1	*******	1462040	1	1	0	700
1	*******	1472055	1	1	0	700
1	*******	1482022	1	1	0	700
1	*******	1492022	1	1	0	700

黄金枫叶 77：
1	*******	1302142	1	1	0	700
1	*******	1312056	1	1	0	700
1	*******	1322084	1	1	0	700
1	*******	1332114	1	1	0	700
1	*******	1342028	1	1	0	700
1	*******	1372071	1	1	0	700
1	*******	1372118	1	1	0	700
1	*******	1382093	1	1	0	700
1	*******	1402085	1	1	0	700
1	*******	1412055	1	1	0	700
1	*******	1422057	1	1	0	700
1	*******	1432075	1	1	0	700
1	*******	1442104	1	1	0	700
1	*******	1452100	1	1	0	700
1	*******	1462085	1	1	0	700
1	*******	1472111	1	1	0	700
1	*******	1482073	1	1	0	700
1	*******	1492073	1	1	0	700


