70
英文
1	*******	1302079	1	1	0	700
1	*******	1322059	1	1	0	700
1	*******	1332064	1	1	0	700
1	*******	1332065	1	1	0	700
1	*******	1382053	1	1	0	700
1	*******	1412032	1	1	0	700
1	*******	1432045	1	1	0	700
1	*******	1442060	1	1	0	700
1	*******	1452052	1	1	0	700
1	*******	1462046	1	1	0	700
1	*******	1472062	1	1	0	700

GMS
1	*******	1302114	1	1	0	700
1	*******	1312044	1	1	0	700
1	*******	1322072	1	1	0	700
1	*******	1402061	1	1	0	700
1	*******	1412041	1	1	0	700
1	*******	1422044	1	1	0	700
1	*******	1482034	1	1	0	700



持久30
1	*******	1302134	1	1	0	700
1	*******	1312048	1	1	0	700
1	*******	1322076	1	1	0	700
1	*******	1332103	1	1	0	700
1	*******	1372061	1	1	0	700
1	*******	1402077	1	1	0	700
1	*******	1412047	1	1	0	700
1	*******	1422049	1	1	0	700
1	*******	1432067	1	1	0	700
1	*******	1442094	1	1	0	700
1	*******	1452092	1	1	0	700
1	*******	1462077	1	1	0	700
1	*******	1472103	1	1	0	700
1	*******	1482064	1	1	0	700
1	*******	1492064	1	1	0	700


持久83
1	*******	1372059	1	1	0	700
1	*******	1402074	1	1	0	700
1	*******	1442091	1	1	0	700
1	*******	1452090	1	1	0	700
1	*******	1472101	1	1	0	700
1	*******	1482052	1	1	0	700

持久105
1	*******	1312094	1	1	0	700
1	*******	1322134	1	1	0	700
1	*******	1332100	1	1	0	700
1	*******	1342009	1	1	0	700
1	*******	1362014	1	1	0	700
1	*******	1382058	1	1	0	700
1	*******	1402073	1	1	0	700
1	*******	1432066	1	1	0	700
1	*******	1442090	1	1	0	700
1	*******	1462076	1	1	0	700
1	*******	1472069	1	1	0	700
1	*******	1482051	1	1	0	700
1	*******	1492024	1	1	0	700
1	*******	1522013	1	1	0	700
1	*******	1532013	1	1	0	700


持久 110
1	*******	1312097	1	1	0	700
1	*******	1322137	1	1	0	700
1	*******	1332153	1	1	0	700
1	*******	1342042	1	1	0	700
1	*******	1382127	1	1	0	700
1	*******	1402114	1	1	0	700
1	*******	1432102	1	1	0	700
1	*******	1442139	1	1	0	700
1	*******	1452058	1	1	0	700
1	*******	1452132	1	1	0	700
1	*******	1462121	1	1	0	700
1	*******	1472144	1	1	0	700
1	*******	1482105	1	1	0	700
1	*******	1492104	1	1	0	700
1	*******	1522023	1	1	0	700
1	*******	1532040	1	1	0	700
