1	*******	1302153	1	1	0	700
1	*******	1312066	1	1	0	700
1	*******	1322097	1	1	0	700
1	*******	1332131	1	1	0	700
1	*******	1342035	1	1	0	700
1	*******	1362018	1	1	0	700
1	*******	1372039	1	1	0	700
1	*******	1372040	1	1	0	700
1	*******	1372041	1	1	0	700
1	*******	1372042	1	1	0	700
1	*******	1372085	1	1	0	700
1	*******	1382105	1	1	0	700
1	*******	1402096	1	1	0	700
1	*******	1412066	1	1	0	700
1	*******	1422067	1	1	0	700
1	*******	1432087	1	1	0	700
1	*******	1442117	1	1	0	700
1	*******	1452112	1	1	0	700
1	*******	1462100	1	1	0	700
1	*******	1472123	1	1	0	700
1	*******	1482085	1	1	0	700
1	*******	1492086	1	1	0	700
1	*******	1522017	1	1	0	700
1	*******	1532017	1	1	0	700
