1	7140000	4000132	1	1	0	400000
1	7140000	4031170	1	1	7100	70000
1	7140000	4031175	1	1	7101	400000
1	7140000	4020002	1	1	0	9000
1	7140000	4010002	1	1	0	9000
1	7140000	4004001	1	1	0	9000
1	7140000	4007001	1	1	0	10010
1	7140000	4007002	1	1	0	10010
1	7140000	2040502	1	1	0	750
1	7140000	2041001	1	1	0	550
1	7140000	2000006	1	1	0	20002
1	7140000	4006000	1	1	0	10020
1	7140000	1432010	1	1	0	1319
1	7140000	1092025	1	1	0	1317
1	7140000	1002338	1	1	0	1311
1	7140000	1082128	1	1	0	1315
1	7140000	1050082	1	1	0	1112
1	7140000	1002094	1	1	0	1311
1	7140000	1082114	1	1	0	1315
1	7140000	1002273	1	1	0	1321
1	7140000	1072207	1	1	0	1326
1	7140000	1462011	1	1	0	1339
1	7140000	1050089	1	1	0	1132
1	7140000	1002287	1	1	0	1331
1	7140000	1002277	1	1	0	1331
1	7140000	1072182	1	1	0	1336
1	7140000	1040107	1	1	0	1143
1	7140000	1040108	1	1	0	1143
1	7140000	1060097	1	1	0	1144
1	7140000	1072192	1	1	0	1346
1	7140000	1082118	1	1	0	1345
1	7140000	1342005	1	1	0	1349
1	7140000	1002640	1	1	0	1351
