1	3300002	4000501	1	1	0	400000
1	3300002	4131003	1	1	0	9100
1	3300002	4020000	1	1	0	9000
1	3300002	4010001	1	1	0	9000
1	3300002	4004001	1	1	0	9000
1	3300002	2040701	1	1	0	550
1	3300002	2044216	1	1	0	550
1	3300002	2044316	1	1	0	550
1	3300002	2000002	1	1	0	20001
1	3300002	2000003	1	1	0	20002
1	3300002	1322014	1	1	0	1319
1	3300002	1050030	1	1	0	1422
1	3300002	1002013	1	1	0	1321
1	3300002	1462000	1	1	0	1339
1	3300002	1072101	1	1	0	1336
1	3300002	1040058	1	1	0	1433
1	3300002	1060044	1	1	0	1434
1	3300002	1041058	1	1	0	1233
1	3300002	1061054	1	1	0	1234
1	3300002	1052107	1	1	0	1352
