1	8140101	4000234	1	1	0	400000
1	8140101	4020001	1	1	0	9000
1	8140101	4010003	1	1	0	9000
1	8140101	4004003	1	1	0	9000
1	8140101	4007001	1	1	0	10010
1	8140101	4007007	1	1	0	10010
1	8140101	2048004	1	1	0	550
1	8140101	2040901	1	1	0	550
1	8140101	2000002	1	1	0	20001
1	8140101	2000006	1	1	0	20002
1	8140101	2000005	1	1	0	20012
1	8140101	4006001	1	1	0	10030
1	8140101	1032023	1	1	0	1608
1	8140101	1082117	1	1	0	1315
1	8140101	1092026	1	1	0	1317
1	8140101	1402035	1	1	0	1319
1	8140101	1312030	1	1	0	1319
1	8140101	1072179	1	1	0	1326
1	8140101	1382008	1	1	0	1329
1	8140101	1082122	1	1	0	1325
1	8140101	1452014	1	1	0	1339
1	8140101	1040109	1	1	0	1143
1	8140101	1060098	1	1	0	1144
1	8140101	1002328	1	1	0	1341
1	8140101	1472053	1	1	0	1349
1	8140101	1342006	1	1	0	1349
1	8140101	1002640	1	1	0	1351
