1	1130100	4000018	1	1	0	400000
1	1130100	4033059	1	1	2814	100000
1	1130100	4032460	1	1	22529	70000
1	1130100	4020004	1	1	0	9000
1	1130100	4010005	1	1	0	9000
1	1130100	2043202	1	1	0	750
1	1130100	2000000	1	1	0	20001
1	1130100	2000003	1	1	0	20002
1	1130100	1002097	1	1	0	1601
1	1130100	1402009	1	1	0	1309
1	1130100	1032003	1	1	0	1608
1	1130100	1092007	1	1	0	1317
1	1130100	1312016	1	1	0	1619
1	1130100	1372001	1	1	0	1329
1	1130100	1060015	1	1	0	1424
1	1130100	1040019	1	1	0	1423
1	1130100	1382004	1	1	0	1629
1	1130100	1002118	1	1	0	1331
1	1130100	1041045	1	1	0	1533
1	1130100	1061038	1	1	0	1534
1	1130100	1051008	1	1	0	1532
1	1130100	1492001	1	1	0	1359
