1	210100	4000004	1	1	0	300000
1	210100	4000010	1	1	0	300000
1	210100	4030000	1	1	0	10700
1	210100	4020005	1	1	0	9000
1	210100	4010005	1	1	0	9000
1	210100	2040602	1	1	0	750
1	210100	2040600	1	1	0	350
1	210100	2040505	1	1	0	750
1	210100	2041018	1	1	0	350
1	210100	2041001	1	1	0	550
1	210100	2000000	1	1	0	20001
1	210100	1002019	1	1	0	1301
1	210100	1060002	1	1	0	1404
1	210100	1322007	1	1	0	1609
1	210100	1072008	1	1	0	1306
1	210100	1442029	1	1	0	1609
1	210100	1412001	1	1	0	1319
1	210100	1412012	1	1	0	1619
1	210100	1432001	1	1	0	1919
1	210100	1082019	1	1	0	1325
1	210100	1072023	1	1	0	1626
1	210100	1342000	1	1	0	1349
1	210100	1482000	1	1	0	1359
