1	6130203	4000283	1	1	0	300000
1	6130203	4000285	1	1	0	300000
1	6130203	4032865	1	1	2514	2500
1	6130203	4032870	1	1	2519	2500
1	6130203	4032875	1	1	2524	2500
1	6130203	4032880	1	1	2529	2500
1	6130203	4032885	1	1	2534	2500
1	6130203	4020007	1	1	0	9000
1	6130203	4010005	1	1	0	9000
1	6130203	4007007	1	1	0	10010
1	6130203	4007003	1	1	0	10010
1	6130203	1102015	1	1	0	1300
1	6130203	1050056	1	1	0	1122
1	6130203	1072090	1	1	0	1325
1	6130203	1002215	1	1	0	1321
1	6130203	1041083	1	1	0	1233
1	6130203	1061082	1	1	0	1234
1	6130203	1082066	1	1	0	1345
1	6130203	1041079	1	1	0	1243
1	6130203	1061078	1	1	0	1244
1	6130203	1342004	1	1	0	1349
1	6130203	1002637	1	1	0	1351
