1	8200003	4000447	1	1	0	400000
1	8200003	4130016	1	1	0	9200
1	8200003	4130003	1	1	0	9200
1	8200003	4020006	1	1	0	9000
1	8200003	4010006	1	1	0	9000
1	8200003	4004001	1	1	0	9000
1	8200003	4020009	1	1	0	7000
1	8200003	4007005	1	1	0	10010
1	8200003	4007001	1	1	0	10010
1	8200003	2290056	1	1	0	2000
1	8200003	2290136	1	1	0	2000
1	8200003	2040927	1	1	0	550
1	8200003	2044412	1	1	0	550
1	8200003	2044702	1	1	0	750
1	8200003	2000006	1	1	0	20002
1	8200003	2022003	1	1	0	20012
1	8200003	1082130	1	1	0	1315
1	8200003	1412010	1	1	0	1319
1	8200003	1050095	1	1	0	1122
1	8200003	1002405	1	1	0	1331
1	8200003	1040118	1	1	0	1243
1	8200003	1061117	1	1	0	1244
1	8200003	1332027	1	1	0	1349
1	8200003	1342008	1	1	0	1349
1	8200003	1072315	1	1	0	1356
1	8200003	1482012	1	1	0	1355
