1	3230304	4000105	1	1	0	400000
1	3230304	4131005	1	1	0	9100
1	3230304	4130007	1	1	0	9200
1	3230304	4004003	1	1	0	9000
1	3230304	4020005	1	1	0	9000
1	3230304	4007001	1	1	0	10010
1	3230304	4007006	1	1	0	10010
1	3230304	2040318	1	1	0	750
1	3230304	2000002	1	1	0	20001
1	3230304	2000003	1	1	0	20002
1	3230304	1032018	1	1	0	1608
1	3230304	1040000	1	1	0	1113
1	3230304	1072000	1	1	0	1316
1	3230304	1432003	1	1	0	1319
1	3230304	1382018	1	1	0	1329
1	3230304	1082082	1	1	0	1325
1	3230304	1462005	1	1	0	1339
1	3230304	1002167	1	1	0	1331
1	3230304	1472015	1	1	0	1349
1	3230304	1040084	1	1	0	1143
1	3230304	1061071	1	1	0	1244
1	3230304	1472012	1	1	0	1349
1	3230304	1072129	1	1	0	1346
1	3230304	1002183	1	1	0	1341
1	3230304	1052110	1	1	0	1352
